_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,helpfulness,confidence,no,review,review_en
2904680720,FALSE,finalized,3,12/25/2020 10:26:31,helpful,0.6562,190391,“فندق ممتاز جداً”. قربه من الحرم النظافة الاهتمام كل شي ممتاز انصح فيه كثيراًالخدمات اثاث الغرف. لا شيئ,"""Very excellent hotel."" Proximity to the campus cleanliness attention to everything Excellent Recommend to the Kthiraalkhaddmat rooms Furniture. nothing"
2904680721,FALSE,finalized,3,12/25/2020 10:26:31,helpful,0.6562,180368,جيد. . المواقف ضيقة ... ومكان الافطار كان ضيق وغير متنوع,good. . Cramped positions ... and where the breakfast was tight and varied
2904680722,FALSE,finalized,3,12/25/2020 10:26:31,helpful,0.6562,177813,“بالإجمال حلو”. الموقع راائع وشكل الغرفه والفندق بشكل عام حلو الصراحه والاطلاله فعلاً توسع الصدر كانت جزئيه على الحرم.. مافيه عزل لباب الغرفه كان ازعاج السيب كللله عندي، بس لمن اشتكي يسيطرون ع الوضع. بس صحوني البزران والماره من النوم اكثر من مره بأصواتهم.,"""Overall, sweet."" Site Raaia and shape the room and the hotel is generally sweet and really frankness panoramic expansion chest was part on the campus .. Maver isolate the door of the room was a nuisance Seeb Klllah I have, for those who complained in control of Bs situation p. Bs Sahona Albozoran and passers sleep more than once voted."
2904680723,FALSE,finalized,3,12/25/2020 10:26:31,not_helpful,0.3438,87535,“ممتاز جدا مقابل السعر”. كل شي تمام. يبعد عن اقرب محطة مترو ممكن كيلو محطة الكرامة,"""Very excellent for the price."" everything is OK. Away from the nearest metro station possible Kilo Karama Station"
2904680724,FALSE,finalized,3,12/25/2020 10:26:59,helpful,0.6562,44638,“فندق رائع بشكل عام كانت رحلة جميلة.. اشكر الجميع في الفندق”. اعجبني التصميم والنظافه والطاقم كان رائع ومتعاون جدا. قذ يكون بعد المكان عن اغلب المجمعات والممناطق الترفيهية والسياحية.. بعيد نوعاً ما ولكن لايمكن ذكره كعيب ولكن كتعليق,"""Wonderful hotel in all it was a nice trip .. I thank everyone in the hotel."" I liked the design and hygiene and the crew was wonderful and very helpful. Qz is still the place for most of the complexes Almmnatq recreational and tourism .. quite a bit but can not be mentioned Kaaab but as a comment"
2904680725,FALSE,finalized,3,12/25/2020 10:26:59,somewhat_helpful,0.6771,112620,“الكهرباء”. . الكهرباء دائمة الإنقطاع في ايام عيد الأضحى المبارك,"""Electricity"". . Permanent electricity outages in the days of Eid al-Adha"
2904680726,FALSE,finalized,3,12/25/2020 10:26:59,not_helpful,0.3438,204580,جيد. طاقم العمل ممتاز خاصة الاستاذ محمود ابراهيم في الاستقبال.,good. Excellent staff especially Mr. Mahmoud Ibrahim at the reception.
2904680727,FALSE,finalized,3,12/25/2020 10:26:59,somewhat_helpful,0.6771,163605,مرضي. هدوء المكان الغرف وسيعه. المطعم اكثر من سئ,Patients. Quiet place and rooms Saah. More than a bad restaurant
2904680728,FALSE,finalized,3,12/25/2020 10:27:20,not_helpful,0.3438,160359,“محمد السلمي”. فندق حلو ونظيف والاثاث جميل. الغرفه كان فيها جني بسم الله الرحمن الرحيم,"""Muhammad peaceful."" Sweet hotel, clean and beautiful furniture. The room where it was taking the name of God the Merciful"
2904680729,FALSE,finalized,3,12/25/2020 10:27:20,not_helpful,0.3438,38525,“امواج روتانا ..اﻻفضل بدون منافس”. جميع ماشاهدة في امواج روتانا اعجبني جدا ..انه فندق مميز جدا ... ﻻشي,"""Amwaj Rotana ..alavdil without a competitor."" All Macahidh in Amwaj Rotana very ..anh liked very special hotel ... Lachey"
2904680730,FALSE,finalized,3,12/25/2020 10:27:20,not_helpful,0.3438,174589,مقبول. فندى سيئ.,Acceptable. Fundy bad.
2904680731,FALSE,finalized,3,12/25/2020 10:27:20,not_helpful,0.3438,51111,“رائع”. كل شيء. لا شيء,"""Gorgeous"". everything. nothing"
2904680732,FALSE,finalized,3,12/25/2020 10:27:45,somewhat_helpful,0.6771,180994,“الانترنت”. الهدوء. الانترنت سئ جدا جدا جدا,"""Internet"". Calm. Internet very very very bad"
2904680733,FALSE,finalized,3,12/25/2020 10:27:45,not_helpful,0.3438,55642,مخيب للأمل. فندق جيد وموقعه روعه قريب من الأمارات مول.,disappointing. A good hotel and location magnificence close to Mall of the Emirates.
2904680734,FALSE,finalized,3,12/25/2020 10:27:45,helpful,0.6562,90803,استثنائي. كل شي فعلا فندق ممتاز من ناحية الهدؤ وتعامل الموظفين. الحمام وتسرب المياه على الارض,Exceptional. Everything really an excellent hotel in terms of calmness and handling staff. Bathroom and water leakage on the ground
2904680735,FALSE,finalized,3,12/25/2020 10:27:45,not_helpful,0.3438,203655,استثنائي. مممتاز كل شي. لا شي,Exceptional. Mmmtaz everything. nothing
2904680736,FALSE,finalized,3,12/25/2020 10:28:21,somewhat_helpful,0.6771,74480,“ممتاز”. الموقع والنظافة. لاشي,"""Excellent"". Location and cleanliness. nothing"
2904680737,FALSE,finalized,3,12/25/2020 10:28:21,helpful,0.6562,191762,"مخيب للأمل. بوفيه الإفطار جيد ومتنوع الا ان رائحه الأكل وخاصه قلي البيض تمسك بالملابس ولا بد من تغيير ملابسك بعد اللإفطار. رائحة الفندق كلها رائحه اكل وسجائر طاقم العمل سيء جدا  التعامل مع الزبائن جافه ,حوض السباحه غير نضيف","disappointing. The breakfast is good and varied buffet, but that the smell of eating and special fried eggs stuck to the clothes must change your clothes after Allaaftar. The smell of the hotel are all the smell of cigarettes eat and the staff is very bad deal with dry customers, the pool is add"
2904680738,FALSE,finalized,3,12/25/2020 10:28:21,helpful,0.6667,211945,“اقامه جيده مع التحفظ على نظافه الغرفه”. الافطار جيد لكن لايوجد تنويع. نظافة الغرفه سيئه نظافة الحمامات اسوأ لايوجد سبا نظافة السرير والمفارش سيئه النظافه بشكل عام لم تكون مرضيه,"""Establish a good reservation with a clean room."" Breakfast is good but does not diversify. Room Cleanliness bad cleaner bathrooms worst spa does not clean bed linen and generally bad Janitorial not satisfactory"
2904680739,FALSE,finalized,3,12/25/2020 10:28:21,somewhat_helpful,0.6771,91607,“نظافه وهدوء”. المكان نظيف وهادئ. لا شئ,"""Cleaner and quietly."" Clean and quiet place. nothing"
2904680740,FALSE,finalized,3,12/25/2020 10:28:47,helpful,0.6562,100347,“جودة الخدمات والمصداقية”. جميع الخدمات متقنة وهناك مصداقية واضحة فيما هو معلن عن مكونات الفندق.أيضا هناك متابعة جيدة للتحقق من رضى العميل والتعرف احتياجاته ومشكلاته من خلال الإتصال المباشر بالعميل بواسطة فريق مؤهل. عدم وجود المرونة في بداية دخول الضيف للفندق قبل الرابعة عصرا وتركه ينتظر لساعات حتى ذلك الموعد ولا توجد استثناءات لذلك..,"""The quality of service and credibility."" All elaborate services and there are credible and clear as advertised for Alphendq.oadha there are components of good follow-up to verify customer satisfaction and identify their needs and problems through direct contact with the customer by a qualified team. The lack of flexibility at the beginning of the guest entering the hotel before the fourth afternoon and left waiting for hours until that date and there are no exceptions to this .."
2904680741,FALSE,finalized,3,12/25/2020 10:28:47,not_helpful,0.6771,157875,جيد جداً. نعم.,very good. Yeah.
2904680742,FALSE,finalized,3,12/25/2020 10:28:47,helpful,0.6562,67630,“انصحكم به”. الترتيب الأقامة النظافة الراحة وعدم الازعاج الطاقم البوفيه المفتوح جدا متنوع ورائع. No thing,"""I advise you to do."" Ranking Accommodations hygiene convenience and no-hassle crew open buffet is very varied and wonderful. No thing"
2904680743,FALSE,finalized,3,12/25/2020 10:28:47,helpful,0.6562,159341,ممتاز. أعجبني الموقع قريب من شارع سلطانه وأيضا التصميم .. لم يعجبني الواي فاي وأيضا افياش الكهرباء .,Excellent. I liked the location close to the dominion street and also design .. I did not like Wi-Fi and also Avyac electricity.
2904680744,FALSE,finalized,3,12/25/2020 10:29:13,not_helpful,0.6771,45024,ضعيف جداً. ولاشي. شاليه رقم 41 في ماصوره مكسوره لصرف صحي ورايحه كريهه,Very weak. nothing. Chalet No. 41 in the pipe is broken sanitation and going by foul
2904680745,FALSE,finalized,3,12/25/2020 10:29:13,not_helpful,0.3438,127435,“فندق رائع”. موقع مميز. لا شي,"""Wonderful hotel."" special location. nothing"
2904680746,FALSE,finalized,3,12/25/2020 10:29:13,somewhat_helpful,0.6771,44737,استثنائي. الحدائق امام البحر جميلة. المسبح النسائي لا يوجد له مظلة كالمظلة التي في مسبح الرجال و الشاطئ جميل و نظيف و لكن يحتاج رمال,Exceptional. Gardens in front of the beautiful sea. Women's swimming pool has no Kalmazlh umbrella in the pool of men and a beautiful beach and clean but needs sands
2904680747,FALSE,finalized,3,12/25/2020 10:29:13,not_helpful,0.3438,202799,ممتاز. الموقع. صوت إغلاق الابواب,Excellent. Site. Voice of closing doors
2904680748,FALSE,finalized,3,12/25/2020 10:29:52,helpful,0.6562,220839,“كانت رحلة عمرة وإقامة سعيدة .”. موظفو الاستقبال قمة الأخلاق واللطافة .توفر الباصات المكوكية على مدار ٢٤ ساعةالهدوء التام في الفندق .. عدم وصول الواي فاي للغرفة .,"""It was a pleasant stay and Umrah trip."". Reception staff Summit ethics and shuttle buses Gentleness .toffer 24 Saahagu full in the hotel .. not Wi-Fi access to the room."
2904680749,FALSE,finalized,3,12/25/2020 10:29:52,somewhat_helpful,0.6771,66537,“موقع مميز قريب من الخدمات”. طاقم العمل متعاون. وقريب من الخدمات. أتمنى تجديد الغرف بالكامل,"""A great location close to the services."" Collaborator staff. And close to the services. I wish fully renovated rooms"
2904680750,FALSE,finalized,3,12/25/2020 10:29:52,helpful,1,170015,“المكيف حار”. الطعام جيد. مكوى الملابس والكوايه كلها عدماسعار الطعام مرتفع جدا رسوم الخدمه مرتفعه المكيف من تطلع الشمس يقلب حار المكيف لا يصلح ضغط الماء في دورات المياه ضعيف جدالا يوجد فيش كهرب عند السرير المواقف طول الوقة ممتلأه بسبب خصوصا وقت الاجازه والويك اند فل,"""Hot air conditioner."" The food is good. LAUNDRY clothes are all Alkuaah Admasar food is very high service charge from the air-conditioned elevated the sun turns hot air conditioner does not fit the water pressure in the water cycles there is a weak argument when Fish Electrify bed positions along Aelloukh Mmtloh especially because of the time of vacation and Aloueck Land fell"
2904680751,FALSE,finalized,3,12/25/2020 10:29:52,helpful,0.6562,178374,“اقامه فعلا 5 نجوم”. المكان جميل هاديء  وخدمة أكثر من رائعه.,"""Actually raised 5 stars."" The place is beautiful quiet more than wonderful service."
2904680752,FALSE,finalized,3,12/25/2020 10:34:49,somewhat_helpful,0.6771,212502,“جدا رائع”. الموقع النظافة الخدمة الفطور جدا ممتاز والفندق معروف لدي التكاس  وانا وزوجتي رابع مرة اسكن فيه عن طريق الوقع.,"""very good"". Site cleaning service is very excellent breakfast and the hotel I have known Altkas and my wife and the fourth time I live through impact."
2904680753,FALSE,finalized,3,12/25/2020 10:34:49,helpful,1,116617,“اقامه مريحه للغايه”. الفندق حديث الأنشاء لذلك فمحتويات الغرفه جميعها جديده والعاملون بالفندق ودودون للغايه وخدمتهم علي مدار ال 24 ساعه.. الغرف واسعه للغايه وفي قمه النظافه والراحه ... المكيف ممتاز .. قنوات الرياضه علي شاشه رائعه اكثر من 42 بوصه .. الحصول علي اقامه مريحه قيمه نظير مبلغ مناسب جدا ... الموقع قريب جدا من مطعم البيك بشارع  حراء .. وصلت بسهوله للفندق بالبحث عن مستوصف (صفا البوادي) بشارع المكرونه مع حراءان شاء الله بنزل فيه مره اخري شكرا. لا شي,"""Raised very convenient."" The hotel is modern Structure so The contents of the room are all new and staff the hotel are very friendly and serve on the 24-hour .. The rooms are very spacious and in top hygiene and comfort ... air-condition excellent .. channels of sports on the screen of wonderful more than 42 inches .. get set up convenient values match the amount is very convenient ... The location is very close to the street pick Hera restaurant .. easily reached the hotel search for a clinic (a description of the countryside) with street pasta Hraan God willing, once again the inn Thank you. nothing"
2904680754,FALSE,finalized,3,12/25/2020 10:34:49,helpful,0.6562,195299,“ممتاز”. كل مافى الفندق اعجبنى وتعامل الاستقبال ممتاز الموظف عمرو مرة خلوق. لا شئ,"""Excellent"". Everything in the hotel and I like that deal is excellent reception time employee Amr Khellouk. nothing"
2904680755,FALSE,finalized,3,12/25/2020 10:34:49,not_helpful,0.3438,77644,استثنائي. أوجه شكر واحترام وتقدير آلى موظفه الاستقبال الوحيدة العربية التي كانت في الاستقبال والمغادرة على حسن خدماتها وتعاونها.,Exceptional. Aspects of thanks and respect and appreciation to the employee Arab reception was only at the reception and departure on good services and cooperation.
2904680756,FALSE,finalized,3,12/25/2020 13:18:03,helpful,1,41044,“فندق هادي الى حدماف وفاخر ونظيف”. حسن التعمل والخدمه الجيده والهدوء. عدم وجود واي فاي في الغرف وبعد الفندف عن الاسواق ووجود شارع مكتض بالسيارات بينه والحرم,"""Hadi to Hdmav and luxurious and clean hotel."" Hassan does not work for the good service and quiet. The lack of Wi-Fi in the rooms and after Alphendv from the markets and the presence of Moktd street cars between him and the Haram"
2904680757,FALSE,finalized,3,12/25/2020 13:18:03,helpful,1,26254,“مميز جدا”. المكان مميز جدا من أميز الفنادق في مدينة الرياض كمكان وخدمات محيطة ريق وهادي ..الفطور كان مميز ومتنوع ومكان الفطور وإطلالته جميلة ...,"""Very special"". Very special place of Ames hotels in the city of Riyadh as a place surrounding the services and saliva Hadi ..alaftor was distinctive and varied breakfast and a place and a beautiful panoramic view ..."
2904680758,FALSE,finalized,3,12/25/2020 13:18:03,helpful,0.6632,18104,“اقامة ممتعة ورائعة”. الهدوء والراحة والتنظيم.,"""Enjoyable stay and wonderful."" Calm, comfort and organization."
2904680759,FALSE,finalized,3,12/25/2020 13:18:03,somewhat_helpful,0.3368,177274,“رحلتي للعمره”. كل شي. التسرع بخصم المبلغ دون ابلاغي رغم اني اكدت عليهم عن طريق الموقع بعدم الخصم,"""My trip to the old."" everything. Haste to deduct the amount without inform me although I assured them through the site not to discount"
2904680760,FALSE,finalized,3,12/25/2020 13:18:35,helpful,1,200065,“شقق فندقية رائعة”. قرب الفندق من مول الامارات - نظافة المكان وبشاشة الموظفين وسهولة ومرونة في التعامل..- الاضاءات والنظافة الدائمة - وجبات الفطور والمكان جداً جميل...,"""Fantastic apartments"". The hotel near the Mall of the Emirates - cleanliness of the place and screen staff and the ease and flexibility in dealing ..- permanent illuminations and cleanliness - meals breakfast very lovely place ..."
2904680761,FALSE,finalized,3,12/25/2020 13:18:35,helpful,0.6632,116090,“ممتاز”. القرب من الحرم ،،النظافة ،،،الخدمة. استلام الغرفة الساعة 5 عصرا,"""Excellent"". Proximity to campus ,, ,,, cleaning service. The room is received at 5 pm"
2904680762,FALSE,finalized,3,12/25/2020 13:18:35,helpful,0.6632,87536,“ممتاز الموقع والخدمه والباركنات جميل الموظفين متعاونين”. . ﻻ شي,"""Excellent location, service and lovely staff Alparkinat helpful."" . Nothing"
2904680763,FALSE,finalized,3,12/25/2020 13:18:35,helpful,1,135282,جيد. ١) الاستقبال٢) مواقف السيارات٣) حجم الغرفة معقولة٤) نظافة الغرفة٥) وجود مصلى كبير للرجال والنساء. ١) عدم وجود مصحف داخل الغرفة٢) المطعم لم يكن بالمستوى المتوقع ( الأصناف )٣) عدم وجود نت ( لا سلكي ) داخل الغرف ، مع العلم أنه عند الحجز يوجد لديهم واي فاي للغرف ٤) خدمات المني بار لم تكن موجودة داخل الغرفة,"good. 1) Reception 2) Parking 3) reasonable room size 4) Cleanliness 5) and a large chapel for men and women. 1) The absence of the Koran inside the room 2) The restaurant was not expected level (items) 3) Lack of Net (wireless) inside the rooms, knowing that when booking there have Wi-Fi room 4) Services Semen bar were not present inside the room"
2904680764,FALSE,finalized,3,12/25/2020 16:46:40,somewhat_helpful,0.6667,152334,“موقع فاشل لم يكن كما مستوى موقع بوكينك”. . بوفيه الإفطار والشيف الهندي حاول الإتصال على غرفتي وعذره يريد الصعود لغرفة كي يودعني قبل سفري وقح,"""Failed site was not as site level Buquenk."" . Indian buffet breakfast and the chef tried to call my room and wants to climb the excuse to room Aodni before my shameless"
2904680765,FALSE,finalized,3,12/25/2020 16:46:40,helpful,0.6667,183102,مرضي. Very fast service. Old furniture..no grocery nearby لايوجد شفاط في الحمام,Patients. Very fast service. Old furniture..no grocery nearby does not have a hood in the bathroom
2904680766,FALSE,finalized,3,12/25/2020 16:46:40,helpful,0.6667,212863,رائع. الواي فاي. صغر حجم الغرف ومدخل المواقف ضيق,Gorgeous. Wi-Fi. Small size of the rooms and the entrance to the narrow positions
2904680767,FALSE,finalized,3,12/25/2020 16:46:40,somewhat_helpful,0.6667,47188,ممتاز. القرب من الحرم،النظافة ،الأثاث. أسعار المغسلة,"Excellent. Proximity to campus, cleanliness, furniture. Sink prices"
2904680768,FALSE,finalized,3,12/25/2020 16:47:42,helpful,1,40768,“نصيحه بعيد ومزدحم وغير نظيف والمواقف ب١٢٠ريال لليوم”. اللي اعجبني انو خسرت فلوسي ع الفاضي فندق سيئ. المواقف ب١٢٠ريال لليوم والاستقبال والحجز والنظافه انسى احد يعطيك وجه سيئ التعامل وتفشلت من الضيوف اللي معي الكنترول ملخبط عندهم والفطور بالقوه حصلت مكان الصراحه مايستاهل اللي يبي فندق قريب داخل ساحة الحرم صفوة دار الايمان + حياة رجنسي +دار التوحيد+,"""Tip remote crowded and clean and attitudes to SR 120 for the day."" Who liked Llano lost my money p bad peacock hotel. Attitudes to SR 120 for the day and the reception and booking hygiene Forget one gives you the face of a bad deal and Tvhlt guests who with me Alkntrul Messy have the breakfast of speculation got a place frankness Deserve Elly Webby Hotel is close to inside the Temple elite Dar Faith + life regency + Dar Al Tawhid +"
2904680769,FALSE,finalized,3,12/25/2020 16:47:42,helpful,0.6667,31849,“فندق جميل ببوابة سيئة”. البهو والخدمات فيه شيء مفخرة. غلاءأسعار المطعم والثلاجات داخل الغرف مبالغ فيه صراحةً,"""Nice hotel bad gate."" The lobby and services in which the pride thing. Glaeosar restaurant and in-room refrigerators explicitly exaggerated"
2904680770,FALSE,finalized,3,12/25/2020 16:47:42,somewhat_helpful,0.6667,95863,“خوش فندق”. كل شي بالفندق حلو وزين للعوائل. لا يوجد حمام سباحه ولا سبا,"""Khosh hotel."" Everything the hotel is sweet and Zain families. There is a swimming pool and spa"
2904680771,FALSE,finalized,3,12/25/2020 16:47:42,somewhat_helpful,0.6667,213131,“يستحق 7.5”. ان الموقع ممتاز في وسط السوق وجميع الخدمات بقربك. لا يوجد,"""Worth 7.5"". The excellent location in the center of the market and all services near you. There is no"
2904680772,FALSE,finalized,3,12/25/2020 16:49:11,somewhat_helpful,0.6667,77507,جيد جداً. قريب جدا من محطة المترو و الخدمات العامه. الاكل مقبول و السرير غير مريح,very good. Very close to the metro station and public services. Eating is acceptable and the bed is uncomfortable
2904680773,FALSE,finalized,3,12/25/2020 16:49:11,somewhat_helpful,0.6667,180015,“تقيم اسوى فندق في دبي شفته”. لايوجد شي ممتاز. التكيف سياء الخدمه تعبانه جدا لا انصح احد يروح له,"""Staying Easyway Hotel in Dubai his lip."" Does Shi excellent. Adjustment Sia service Tabanh too I would not advise him one calls them"
2904680774,FALSE,finalized,3,12/25/2020 16:49:11,helpful,0.6667,110109,“مكان محترم .. و استقبال جداً رائع اخص بالذكر اليوسفين .. يوسف و يوسف القرشي”. قريب جداً من الحرم .. نظافه .. البرج يوجد فيه محال تجاريه و مطاعم تعمل ع مدار الساعه. خدمة الواي فاي .. ضعيفه نسبياً,"""Decent place .. very wonderful reception single out Alyousefan .. Yousef and Yousef al-Qurashi."" Very close to the campus .. .. Cleaner tower where there is commercial shops and restaurants operate around the clock p. Wi-Fi is relatively weak .."
2904680775,FALSE,finalized,3,12/25/2020 16:49:11,not_helpful,0.6667,141449,استثنائي. كل شي. ولا شي,Exceptional. everything. nothing
2904680776,FALSE,finalized,3,12/25/2020 16:50:52,not_helpful,0.6667,75844,“راااحة”. طبيعة الفندق.,"""Raaahh"". The nature of the hotel."
2904680777,FALSE,finalized,3,12/25/2020 16:50:52,helpful,0.6667,89343,“جيد”. النظافة. يوجد بطئ في استلام و تسليم السيارة بالاضافة الى وقت الدخول لاستلام الغرفة بسبب التنسيقموقع الفندق غير جيد,"""good"". Cleanliness. There is slow in the receipt and delivery of the vehicle in addition to the time of entry to receive the room because the hotel is good Altenseeqmouka"
2904680778,FALSE,finalized,3,12/25/2020 16:50:52,helpful,0.6667,204166,استثنائي. الهدوء في الفندق.,Exceptional. Quiet in the hotel.
2904680779,FALSE,finalized,3,12/25/2020 16:50:52,helpful,0.6667,29560,ممتاز. ممتاز. تاخر الخدمات مثل اللاندري وايصال الامتعه للغرفه,Excellent. Excellent. Delayed services such as Allandera and delivery of luggage room
2904680780,FALSE,finalized,3,12/25/2020 16:52:16,helpful,0.6667,47550,“اقامة سيئة”. المكان غالي جدا دون الاستفادة من حوض السباحة وهو سبب الحجز في هذا الفندق. حوض السباحة لم يتم استخدامه نهائيا بسبب برودة الماء بالرغم من وجود تدفئة في الحوض ولكن لاتعمل وتم طلب الفنيين المختصين بالحوض عدة مرات ويعلمونني بان الماء سيدفى ولكن دون جدوى,"""Bad set up."" The place is very expensive without the benefit of the swimming pool which is the reason for booking in this hotel. The swimming pool is not used completely due to the cold water despite the presence of heating in the tub but was not working technicians asked several times and dock teach me that the water Sidvy but to no avail"
2904680781,FALSE,finalized,3,12/25/2020 16:52:16,helpful,0.6667,145776,“للاقامه مرة اخري”. الغرفه بشكل عام نظيفه ومرتبه. الغرف غير عازله للصوت ..كان هناك ازعاج...ويجب ان يخصص مكان لاقامة الاسر,"""To stay again."" The room is generally clean and tidy. Rooms are not soundproofed ..kan ... there is a nuisance and must be allocated a place to set up families"
2904680782,FALSE,finalized,3,12/25/2020 16:52:16,helpful,0.6667,91328,ضعيف. الفندق آمن بعد الله. المبالغة بسعر الفندق مقارنة بالنظافة والخدمة,Weak. The hotel is safe after God. Exaggerate the price compared to the hotel cleanliness and service
2904680783,FALSE,finalized,3,12/25/2020 16:52:16,helpful,1,160476,“افكر في الزياره مره اخرى”. فندق رائع استقبال رائع خدمه ممتازه قريب من جميع الخدمات سوبرماركت بقالات مطاعم مغاسل ملابس مواصلات قريب من المطار 5 دقائق الى المطار المترو قريب سارع الرقه. لاشي,"""I'm thinking about the visit again."" A wonderful hotel reception wonderful service and excellent close to all services Restaurants Supermarket Grocery Laundry clothing transportation close to the airport 5 minutes to the airport metro hurried close to tenderness. nothing"
2904680784,FALSE,finalized,3,12/25/2020 16:53:58,helpful,0.6667,32671,مرضي. الخدمه فقيره جدا هل يعقل زجاجه مياه ضغيره طوال الاقامه والسرفيس داخل الغرف فقير كل اهذا لايكلف الفندق اكثر من 10 درهم.,Patients. The service is very poor Is it possible for a water bottle Dgerh throughout the residence and Serfas inside the rooms are all poor Is this the man the hotel is more than 10 dirhams.
2904680785,FALSE,finalized,3,12/25/2020 16:53:58,somewhat_helpful,0.6667,27244,“الفخامة”. الطراز المعماري. كل شيء فيه جيد,"""Luxury."" Architectural style. Everything is good"
2904680786,FALSE,finalized,3,12/25/2020 16:53:58,helpful,0.6667,197089,جيد جداً. موقع الفندق ممتاز. حجم الغرف صغير,very good. The hotel location is excellent. Rooms small size
2904680787,FALSE,finalized,3,12/25/2020 16:53:58,somewhat_helpful,0.6667,113167,“اقامه مميزه في انتركونتتال دار الإيمان بطيبه الطيبه على صاحبها أفضل الصلاه والسلام”. اعجبني حسن ولباقة طاقم الاستقبال وخدمات الفندق وقربه من مدخل النساء بالنسبه للحرم المدني فشكراً لمن ساهم في اقامه ممميزه لنا في دار الإيمان  ولنا عوده باْذن الله. لو تكون وجبه الافطار مع الحجز يكون اجمل,"""Ultimate raised in Antrcnttal Dar Al Iman paternally Taibeh owner the best prayer and peace."" I liked the good and tactful staff reception and hotel services and its proximity to the entrance to the women for civil campus thank those who contributed to the establishment of Mmmisah us in the House of faith and promises us, God willing. If you have breakfast with the booking be the most beautiful"
2904680788,FALSE,finalized,3,12/25/2020 16:55:31,somewhat_helpful,0.6667,175710,مرضي. المكان الاقامه. تعامل الاستقبال منذ اول مكالمه,Patients. The place of residence. Reception treated since the first call
2904680789,FALSE,finalized,3,12/25/2020 16:55:31,not_helpful,0.6667,161094,جيد. النظافة. لا يوجد,good. Cleanliness. There is no
2904680790,FALSE,finalized,3,12/25/2020 16:55:31,somewhat_helpful,0.6667,150562,“راحة”. الخدمة والنظافة وموقعه على شارع الشيخ زايد .... بعض منهم في مكتب حجوزات الفندق أجد صعوبة في التعامل معهم,"""Comfort"". Service, cleanliness and location on Sheikh Zayed Road .... some of them in the office of the hotel reservations I find it difficult to deal with them"
2904680791,FALSE,finalized,3,12/25/2020 16:55:31,somewhat_helpful,0.6667,32243,ضعيف. لايوجد. الرائحة والديكورات والاثاث قديم,Weak. There is no. Smell decoration and furniture Old
2904680792,FALSE,finalized,3,12/25/2020 16:57:44,somewhat_helpful,0.6667,8609,“ممتاز”. بشاشة الموظفين وسلالسة المعامله.,"""Excellent"". Screen staff and Slalsh treatment."
2904680793,FALSE,finalized,3,12/25/2020 16:57:44,helpful,1,53427,مرضي. ما يميزه موقعه فقط بالقرب من مول الإمارات وتوافر خدمات حوله. الواي فاي ل٣ أشخاص فقط ، مواقف السيارات ضيقة جداً ، رائحة الممرات غير جيدة ، الكنب متهالك ، بعض أدوات المطبخ متعطلة ، المناشف مستهلكه جداً ، قائمة الإفطار محددة,"Patients. What distinguishes its location just near the Mall of the Emirates and the availability of services around it. Wi-Fi for 3 people only, parking is very tight, the smell of the corridors is good, rickety sofas, some kitchen tools stalled, towels very Consumable, breakfast menu specific"
2904680794,FALSE,finalized,3,12/25/2020 16:57:44,helpful,0.6667,113712,جيد. عادي جدا لا يوجد تميز. مستوى الأثاث سئفي الإمكان عمل عدد من الغرف باثاث ممتاز وجديد وزياده السعر في هذه الغرفن اجل الحصول على اكبر شريحه من العملاء,good. Very normal there is no excellence. Level furniture Sivi possible work of a number of rooms excellent furniture and a new price increase in this Algervn in order to get the largest segment of customers
2904680795,FALSE,finalized,3,12/25/2020 16:57:44,helpful,0.6667,188493,“لا يصلح ل ٣اشخاص”. الهدوء - الموقع - الخدمات. الفطور -لايصلح ل ٣غرف الغرفة صغيره,"""Not fit for 3 people."" Quiet - location - services. Breakfast -laasaleh 3 rooms small room"
2904680796,FALSE,finalized,3,12/25/2020 16:59:31,helpful,0.6667,104753,ضعيف. الاكل لكن فيه تاخير في وصوله. فاشل يقع في نص موقع البناء واصوات الشاحنات والبوابة  غير واضحة والطريق اليها غير معبد,Weak. But eating a delay in arrival. Located in the text of a failed construction site and sounds of trucks and the gate is not clear and the road to it is a temple
2904680797,FALSE,finalized,3,12/25/2020 16:59:31,somewhat_helpful,0.6667,197294,جيد. . تأخر خدمة الغرف في الاجابه على الطلبات,good. . Room service delays in answering requests
2904680798,FALSE,finalized,3,12/25/2020 16:59:31,helpful,0.6667,24824,مقبول. . ساكن بالف وخمسية ريالا باليوم ومددت زاد علي لايجار ٦٠٠ ريالا,Acceptable. . Inhabitant thousand riyals per day and five-year extended and increased to 600 riyals for rent
2904680799,FALSE,finalized,3,12/25/2020 16:59:31,helpful,0.6667,129009,استثنائي. الاستقبال استلام السياره وادخاله بالموقف مجاناًالراحه وطيب ونظافة الاكل. مراوح الشفط في دورات المياه لاتعمل,Exceptional. Reception receiving the car and entered the position Mjanaalraha and good hygiene and eating. Suction fans in the water cycles not work
2904680800,FALSE,finalized,3,12/25/2020 17:01:07,somewhat_helpful,0.6667,104877,ممتاز. النظافة وكل شي  و مناسب للعوائل. تشوف دبي مول  بس ماتقدر تجيه لان في عمارات جديدة يبنونها وتضطر تروح بتكسي بس باص الفندق زحممه وهو ببلاش,Excellent. Hygiene and everything and suitable for families. The Dubai Mall is shown Bs Matkdr Etje in new buildings because they build and have Trouh Petksa bus Bs Hotel Zhmmh a freebee
